gene,kegg_id,alia
(5Z,cpd:C12083,"(5Z,7E,9E,14Z,17Z)-Eicosapentaenoate"
(5Z,cpd:C12083,"5Z,7E,9E,14Z,17Z-Eicosapentaenoic acid"
TRPM8,hsa:79054,LTRPC6
TRPM8,hsa:79054,LTrpC-6
TRPM8,hsa:79054,TRPP8
TRPM8,hsa:79054,trp-p8
TRPM8,hsa:79054,transient receptor potential cation channel subfamily M member 8
PTGER4,hsa:5734,EP4
PTGER4,hsa:5734,EP4R
PTGER4,hsa:5734,prostaglandin E receptor 4
F2RL1,hsa:2150,GPR11
F2RL1,hsa:2150,PAR2
F2RL1,hsa:2150,F2R like trypsin receptor 1
15(S)-HPETE; (5Z,cpd:C05966,15(S)-HPETE
15(S)-HPETE; (5Z,cpd:C05966,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid"
15(S)-HPETE; (5Z,cpd:C05966,15-Hydroperoxyeicosatetraenoate
15(S)-HPETE; (5Z,cpd:C05966,15-Hydroperoxyicosatetraenoate
15(S)-HPETE; (5Z,cpd:C05966,15-Hydroperoxyeicosatetraenoic acid
15(S)-HPETE; (5Z,cpd:C05966,15-Hydroperoxyicosatetraenoic acid
5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,cpd:C04805,5(S)-HETE
5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,cpd:C04805,5-Hydroxyeicosatetraenoate
5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,cpd:C04805,5-HETE
(15S)-15-Hydroxy-5,cpd:C04742,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate"
(15S)-15-Hydroxy-5,cpd:C04742,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate"
(15S)-15-Hydroxy-5,cpd:C04742,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid"
(15S)-15-Hydroxy-5,cpd:C04742,15(S)-HETE
TRPV3,hsa:162514,FNEPPK2
TRPV3,hsa:162514,OLMS
TRPV3,hsa:162514,OLMS1
TRPV3,hsa:162514,VRL3
TRPV3,hsa:162514,transient receptor potential cation channel subfamily V member 3
TRPV4,hsa:59341,BCYM3
TRPV4,hsa:59341,CMT2C
TRPV4,hsa:59341,HMSN2C
TRPV4,hsa:59341,OTRPC4
TRPV4,hsa:59341,SMAL
TRPV4,hsa:59341,SPSMA
TRPV4,hsa:59341,SSQTL1
TRPV4,hsa:59341,TRP12
TRPV4,hsa:59341,VRL2
TRPV4,hsa:59341,VROAC
TRPV4,hsa:59341,transient receptor potential cation channel subfamily V member 4
1,cpd:C09844,"1,8-Cineole"
1,cpd:C09844,"1,8-Cineol"
1,cpd:C09844,Eucalyptol
ASIC2,hsa:40,ACCN
ASIC2,hsa:40,ACCN1
ASIC2,hsa:40,ASIC2a
ASIC2,hsa:40,BNC1
ASIC2,hsa:40,BNaC1
ASIC2,hsa:40,MDEG
ASIC2,hsa:40,hBNaC1
ASIC2,hsa:40,acid sensing ion channel subunit 2
ASIC1,hsa:41,ACCN2
ASIC1,hsa:41,ASIC
ASIC1,hsa:41,BNaC2
ASIC1,hsa:41,acid sensing ion channel subunit 1
ASIC5,hsa:51802,ACCN5
ASIC5,hsa:51802,HINAC
ASIC5,hsa:51802,INAC
ASIC5,hsa:51802,acid sensing ion channel subunit family member 5
ASIC4,hsa:55515,ACCN4
ASIC4,hsa:55515,BNAC4
ASIC4,hsa:55515,acid sensing ion channel subunit family member 4
ASIC3,hsa:9311,ACCN3
ASIC3,hsa:9311,DRASIC
ASIC3,hsa:9311,SLNAC1
ASIC3,hsa:9311,TNaC1
ASIC3,hsa:9311,acid sensing ion channel subunit 3
DIAPH2,hsa:1730,DIA
DIAPH2,hsa:1730,DIA2
DIAPH2,hsa:1730,DRF2
DIAPH2,hsa:1730,POF
DIAPH2,hsa:1730,POF2
DIAPH2,hsa:1730,POF2A
DIAPH2,hsa:1730,diaphanous related formin 2
INSRR,hsa:3645,IRR
INSRR,hsa:3645,insulin receptor related receptor
ITGA11,hsa:22801,HsT18964
ITGA11,hsa:22801,integrin subunit alpha 11
ITGA6,hsa:3655,CD49f
ITGA6,hsa:3655,ITGA6B
ITGA6,hsa:3655,VLA-6
ITGA6,hsa:3655,integrin subunit alpha 6
ITGA1,hsa:3672,CD49a
ITGA1,hsa:3672,VLA1
ITGA1,hsa:3672,integrin subunit alpha 1
ITGA3,hsa:3675,CD49C
ITGA3,hsa:3675,FRP-2
ITGA3,hsa:3675,GAP-B3
ITGA3,hsa:3675,GAPB3
ITGA3,hsa:3675,ILNEB
ITGA3,hsa:3675,MSK18
ITGA3,hsa:3675,VCA-2
ITGA3,hsa:3675,VL3A
ITGA3,hsa:3675,VLA3a
ITGA3,hsa:3675,integrin subunit alpha 3
ITGA4,hsa:3676,CD49D
ITGA4,hsa:3676,IA4
ITGA4,hsa:3676,integrin subunit alpha 4
ITGA5,hsa:3678,CD49e
ITGA5,hsa:3678,FNRA
ITGA5,hsa:3678,VLA-5
ITGA5,hsa:3678,VLA5A
ITGA5,hsa:3678,integrin subunit alpha 5
ITGA9,hsa:3680,ALPHA-RLC
ITGA9,hsa:3680,ITGA4L
ITGA9,hsa:3680,RLC
ITGA9,hsa:3680,integrin subunit alpha 9
ITGAD,hsa:3681,ADB2
ITGAD,hsa:3681,CD11D
ITGAD,hsa:3681,integrin subunit alpha D
ITGAE,hsa:3682,CD103
ITGAE,hsa:3682,HUMINAE
ITGAE,hsa:3682,integrin subunit alpha E
ITGAV,hsa:3685,CD51
ITGAV,hsa:3685,MSK8
ITGAV,hsa:3685,VNRA
ITGAV,hsa:3685,VTNR
ITGAV,hsa:3685,integrin subunit alpha V
ITGAX,hsa:3687,CD11C
ITGAX,hsa:3687,SLEB6
ITGAX,hsa:3687,integrin subunit alpha X
ITGA10,hsa:8515,PRO827
ITGA10,hsa:8515,integrin subunit alpha 10
FGD1,hsa:2245,AAS
FGD1,hsa:2245,FGDY
FGD1,hsa:2245,MRXS16
FGD1,hsa:2245,ZFYVE3
FGD1,hsa:2245,FYVE
FGD1,hsa:2245,RhoGEF and PH domain containing 1
FGD3,hsa:89846,ZFYVE5
FGD3,hsa:89846,FYVE
FGD3,hsa:89846,RhoGEF and PH domain containing 3
DIAPH3,hsa:81624,AN
DIAPH3,hsa:81624,AUNA1
DIAPH3,hsa:81624,DIA2
DIAPH3,hsa:81624,DRF3
DIAPH3,hsa:81624,NSDAN
DIAPH3,hsa:81624,diap3
DIAPH3,hsa:81624,mDia2
DIAPH3,hsa:81624,diaphanous related formin 3
BAIAP2,hsa:10458,BAP2
BAIAP2,hsa:10458,FLAF3
BAIAP2,hsa:10458,IRSP53
BAIAP2,hsa:10458,WAML
BAIAP2,hsa:10458,BAR/IMD domain containing adaptor protein 2
SPATA13,hsa:221178,ARHGEF29
SPATA13,hsa:221178,ASEF2
SPATA13,hsa:221178,spermatogenesis associated 13
ARHGEF4,hsa:50649,ASEF
ARHGEF4,hsa:50649,ASEF1
ARHGEF4,hsa:50649,GEF4
ARHGEF4,hsa:50649,SMIM39
ARHGEF4,hsa:50649,STM6
ARHGEF4,hsa:50649,Rho guanine nucleotide exchange factor 4
SLC9A1,hsa:6548,APNH
SLC9A1,hsa:6548,LIKNS
SLC9A1,hsa:6548,NHE-1
SLC9A1,hsa:6548,NHE1
SLC9A1,hsa:6548,PPP1R143
SLC9A1,hsa:6548,solute carrier family 9 member A1
ARHGEF7,hsa:8874,BETA-PIX
ARHGEF7,hsa:8874,COOL-1
ARHGEF7,hsa:8874,COOL1
ARHGEF7,hsa:8874,Nbla10314
ARHGEF7,hsa:8874,P50
ARHGEF7,hsa:8874,P50BP
ARHGEF7,hsa:8874,P85
ARHGEF7,hsa:8874,P85COOL1
ARHGEF7,hsa:8874,P85SPR
ARHGEF7,hsa:8874,PAK3
ARHGEF7,hsa:8874,PIXB
ARHGEF7,hsa:8874,Rho guanine nucleotide exchange factor 7
ARHGEF6,hsa:9459,COOL2
ARHGEF6,hsa:9459,Cool-2
ARHGEF6,hsa:9459,MRX46
ARHGEF6,hsa:9459,PIXA
ARHGEF6,hsa:9459,alpha-PIX
ARHGEF6,hsa:9459,alphaPIX
ARHGEF6,hsa:9459,Rac/Cdc42 guanine nucleotide exchange factor 6
GIT1,hsa:28964,p95-APP1
GIT1,hsa:28964,GIT ArfGAP 1
MYH9,hsa:4627,BDPLT6
MYH9,hsa:4627,DFNA17
MYH9,hsa:4627,EPSTS
MYH9,hsa:4627,FTNS
MYH9,hsa:4627,MATINS
MYH9,hsa:4627,MHA
MYH9,hsa:4627,NMHC-II-A
MYH9,hsa:4627,NMMHC-IIA
MYH9,hsa:4627,NMMHCA
MYH9,hsa:4627,myosin heavy chain 9
MYH10,hsa:4628,NMMHC-IIB
MYH10,hsa:4628,NMMHCB
MYH10,hsa:4628,myosin heavy chain 10
MYH11,hsa:4629,AAT4
MYH11,hsa:4629,FAA4
MYH11,hsa:4629,SMHC
MYH11,hsa:4629,SMMHC
MYH11,hsa:4629,SMMS-1
MYH11,hsa:4629,VSCM2
MYH11,hsa:4629,myosin heavy chain 11
MYH14,hsa:79784,DFNA4
MYH14,hsa:79784,DFNA4A
MYH14,hsa:79784,FP17425
MYH14,hsa:79784,MHC16
MYH14,hsa:79784,MYH17
MYH14,hsa:79784,NMHC_II-C
MYH14,hsa:79784,NMHC-II-C
MYH14,hsa:79784,PNMHH
MYH14,hsa:79784,myosin
MYH14,hsa:79784,myosin heavy chain 14
EXOC7,hsa:23265,2-5-3p
EXOC7,hsa:23265,BLOM4
EXOC7,hsa:23265,EX070
EXOC7,hsa:23265,EXO70
EXOC7,hsa:23265,EXOC1
EXOC7,hsa:23265,Exo70p
EXOC7,hsa:23265,NEDSEBA
EXOC7,hsa:23265,YJL085W
EXOC7,hsa:23265,exocyst complex component 7
RHOQ,hsa:23433,ARHQ
RHOQ,hsa:23433,HEL-S-42
RHOQ,hsa:23433,RASL7A
RHOQ,hsa:23433,TC10
RHOQ,hsa:23433,TC10A
RHOQ,hsa:23433,ras homolog family member Q
TRIP10,hsa:9322,CIP4
TRIP10,hsa:9322,HSTP
TRIP10,hsa:9322,STOT
TRIP10,hsa:9322,STP
TRIP10,hsa:9322,TRIP-10
TRIP10,hsa:9322,thyroid hormone receptor interactor 10
PPP1R3A,hsa:5506,GM
PPP1R3A,hsa:5506,PP1G
PPP1R3A,hsa:5506,PPP1R3
PPP1R3A,hsa:5506,protein phosphatase 1 regulatory subunit 3A
PPP1R3C,hsa:5507,PPP1R5
PPP1R3C,hsa:5507,PTG
PPP1R3C,hsa:5507,protein phosphatase 1 regulatory subunit 3C
PPP1R3D,hsa:5509,PPP1R6
PPP1R3D,hsa:5509,protein phosphatase 1 regulatory subunit 3D
PPP1R3B,hsa:79660,GL
PPP1R3B,hsa:79660,PPP1R4
PPP1R3B,hsa:79660,PTG
PPP1R3B,hsa:79660,protein phosphatase 1 regulatory subunit 3B
PPP1R3F,hsa:89801,HB2E
PPP1R3F,hsa:89801,LL0XNC01-7P3.1
PPP1R3F,hsa:89801,R3F
PPP1R3F,hsa:89801,protein phosphatase 1 regulatory subunit 3F
PRKAR1A,hsa:5573,ACRDYS1
PRKAR1A,hsa:5573,ADOHR
PRKAR1A,hsa:5573,CAR
PRKAR1A,hsa:5573,CNC
PRKAR1A,hsa:5573,CNC1
PRKAR1A,hsa:5573,PKR1
PRKAR1A,hsa:5573,PPNAD1
PRKAR1A,hsa:5573,PRKAR1
PRKAR1A,hsa:5573,TSE1
PRKAR1A,hsa:5573,protein kinase cAMP-dependent type I regulatory subunit alpha
PRKAR1B,hsa:5575,MASNS
PRKAR1B,hsa:5575,PRKAR1
PRKAR1B,hsa:5575,protein kinase cAMP-dependent type I regulatory subunit beta
PRKAR2A,hsa:5576,PKR2
PRKAR2A,hsa:5576,PRKAR2
PRKAR2A,hsa:5576,protein kinase cAMP-dependent type II regulatory subunit alpha
PRKAR2B,hsa:5577,PRKAR2
PRKAR2B,hsa:5577,RII-BETA
PRKAR2B,hsa:5577,protein kinase cAMP-dependent type II regulatory subunit beta
FFAR1,hsa:2864,FFA1R
FFAR1,hsa:2864,GPCR40
FFAR1,hsa:2864,GPR40
FFAR1,hsa:2864,free fatty acid receptor 1
PDX1,hsa:3651,GSF
PDX1,hsa:3651,IDX-1
PDX1,hsa:3651,IPF1
PDX1,hsa:3651,IUF1
PDX1,hsa:3651,MODY4
PDX1,hsa:3651,PAGEN1
PDX1,hsa:3651,PDX-1
PDX1,hsa:3651,STF-1
PDX1,hsa:3651,pancreatic and duodenal homeobox 1
TRPM4,hsa:54795,EKVP6
TRPM4,hsa:54795,LTrpC4
TRPM4,hsa:54795,PFHB1B
TRPM4,hsa:54795,TRPM4B
TRPM4,hsa:54795,hTRPM4
TRPM4,hsa:54795,transient receptor potential cation channel subfamily M member 4
ABCC8,hsa:6833,ABC36
ABCC8,hsa:6833,HHF1
ABCC8,hsa:6833,HI
ABCC8,hsa:6833,HRINS
ABCC8,hsa:6833,MRP8
ABCC8,hsa:6833,PHHI
ABCC8,hsa:6833,PNDM3
ABCC8,hsa:6833,SUR
ABCC8,hsa:6833,SUR1
ABCC8,hsa:6833,SUR1delta2
ABCC8,hsa:6833,TNDM2
ABCC8,hsa:6833,ATP binding cassette subfamily C member 8
MMP14,hsa:4323,MMP-14
MMP14,hsa:4323,MMP-X1
MMP14,hsa:4323,MT-MMP
MMP14,hsa:4323,MT-MMP_1
MMP14,hsa:4323,MT1-MMP
MMP14,hsa:4323,MT1MMP
MMP14,hsa:4323,MTMMP1
MMP14,hsa:4323,WNCHRS
MMP14,hsa:4323,matrix metallopeptidase 14
SPDYE2B,hsa:100310812,SPDYE2L
SPDYE2B,hsa:100310812,speedy/RINGO cell cycle regulator family member E2B
SPDYE15,hsa:105180391,SPDYE15P
SPDYE15,hsa:105180391,speedy/RINGO cell cycle regulator family member E15
SPDYA,hsa:245711,RINGO3
SPDYA,hsa:245711,RINGOA
SPDYA,hsa:245711,SPDY1
SPDYA,hsa:245711,SPY1
SPDYA,hsa:245711,speedy/RINGO cell cycle regulator family member A
SPDYE1,hsa:285955,Ringo1
SPDYE1,hsa:285955,SPDYB2L2
SPDYE1,hsa:285955,SPDYE
SPDYE1,hsa:285955,WBSCR19
SPDYE1,hsa:285955,speedy/RINGO cell cycle regulator family member E1
SPDYC,hsa:387778,RINGOC
SPDYC,hsa:387778,Ringo2
SPDYC,hsa:387778,SPDYE4
SPDYC,hsa:387778,speedy/RINGO cell cycle regulator family member C
SPDYE3,hsa:441272,SPDYB2
SPDYE3,hsa:441272,speedy/RINGO cell cycle regulator family member E3
SPDYE2,hsa:441273,SPDYB2-L1
SPDYE2,hsa:441273,SPDYB2L1
SPDYE2,hsa:441273,speedy/RINGO cell cycle regulator family member E2
FZR1,hsa:51343,CDC20C
FZR1,hsa:51343,CDH1
FZR1,hsa:51343,FZR
FZR1,hsa:51343,FZR2
FZR1,hsa:51343,HCDH
FZR1,hsa:51343,HCDH1
FZR1,hsa:51343,fizzy and cell division cycle 20 related 1
Progesterone; 4-Pregnene-3,cpd:C00410,Progesterone
MC1R,hsa:4157,CMM5
MC1R,hsa:4157,MSH-R
MC1R,hsa:4157,SHEP2
MC1R,hsa:4157,melanocortin 1 receptor
MITF,hsa:4286,CMM8
MITF,hsa:4286,COMMAD
MITF,hsa:4286,MI
MITF,hsa:4286,MITF-A
MITF,hsa:4286,WS2
MITF,hsa:4286,WS2A
MITF,hsa:4286,bHLHe32
MITF,hsa:4286,melanocyte inducing transcription factor
ASIP,hsa:434,AGSW
ASIP,hsa:434,AGTI
ASIP,hsa:434,AGTIL
ASIP,hsa:434,ASP
ASIP,hsa:434,SHEP9
ASIP,hsa:434,agouti signaling protein
TTF1,hsa:7270,TTF-1
TTF1,hsa:7270,TTF-I
TTF1,hsa:7270,transcription termination factor 1
TG,hsa:7038,AITD3
TG,hsa:7038,TGN
TG,hsa:7038,thyroglobulin
TTF2,hsa:8458,F2
TTF2,hsa:8458,HuF2
TTF2,hsa:8458,ZGRF6
TTF2,hsa:8458,transcription termination factor 2
PAX8,hsa:7849,PAX-8
PAX8,hsa:7849,paired box 8
ASGR1,hsa:432,ASGPR
ASGR1,hsa:432,ASGPR1
ASGR1,hsa:432,CLEC4H1
ASGR1,hsa:432,HL-1
ASGR1,hsa:432,asialoglycoprotein receptor 1
ASGR2,hsa:433,ASGP-R2
ASGR2,hsa:433,ASGPR2
ASGR2,hsa:433,CLEC4H2
ASGR2,hsa:433,HBXBP
ASGR2,hsa:433,HL-2
ASGR2,hsa:433,asialoglycoprotein receptor 2
DUOXA2,hsa:405753,SIMNIPHOM
DUOXA2,hsa:405753,TDH5
DUOXA2,hsa:405753,dual oxidase maturation factor 2
DUOX2,hsa:50506,LNOX2
DUOX2,hsa:50506,NOXEF2
DUOX2,hsa:50506,P138-TOX
DUOX2,hsa:50506,TDH6
DUOX2,hsa:50506,THOX2
DUOX2,hsa:50506,dual oxidase 2
3,cpd:C01060,"3,5-Diiodo-L-tyrosine"
3,cpd:C01060,"3,5-Diiodotyrosine"
3,cpd:C01060,L-Diiodotyrosine
LRP2,hsa:4036,DBS
LRP2,hsa:4036,GP330
LRP2,hsa:4036,LRP-2
LRP2,hsa:4036,LDL receptor related protein 2
THRB,hsa:7068,C-ERBA-2
THRB,hsa:7068,C-ERBA-BETA
THRB,hsa:7068,ERBA2
THRB,hsa:7068,GRTH
THRB,hsa:7068,NR1A2
THRB,hsa:7068,PRTH
THRB,hsa:7068,THR1
THRB,hsa:7068,THRB1
THRB,hsa:7068,THRB2
THRB,hsa:7068,TRbeta
THRB,hsa:7068,thyroid hormone receptor beta
SLC2A1,hsa:6513,CSE
SLC2A1,hsa:6513,DYT17
SLC2A1,hsa:6513,DYT18
SLC2A1,hsa:6513,DYT9
SLC2A1,hsa:6513,EIG12
SLC2A1,hsa:6513,GLUT
SLC2A1,hsa:6513,GLUT-1
SLC2A1,hsa:6513,GLUT1
SLC2A1,hsa:6513,GLUT1DS
SLC2A1,hsa:6513,HTLVR
SLC2A1,hsa:6513,PED
SLC2A1,hsa:6513,SDCHCN
SLC2A1,hsa:6513,solute carrier family 2 member 1
TRPM2,hsa:7226,EREG1
TRPM2,hsa:7226,KNP3
TRPM2,hsa:7226,LTRPC2
TRPM2,hsa:7226,LTrpC-2
TRPM2,hsa:7226,NUDT9H
TRPM2,hsa:7226,NUDT9L1
TRPM2,hsa:7226,TRPC7
TRPM2,hsa:7226,transient receptor potential cation channel subfamily M member 2
GCGR,hsa:2642,GGR
GCGR,hsa:2642,GL-R
GCGR,hsa:2642,MVAH
GCGR,hsa:2642,glucagon receptor
SIK2,hsa:23235,LOH11CR1I
SIK2,hsa:23235,QIK
SIK2,hsa:23235,SIK-2
SIK2,hsa:23235,SNF1LK2
SIK2,hsa:23235,salt inducible kinase 2
PPP4R3C,hsa:139420,FLFL3P
PPP4R3C,hsa:139420,PPP4R3CP
PPP4R3C,hsa:139420,SMEK3P
PPP4R3C,hsa:139420,smk1
PPP4R3C,hsa:139420,protein phosphatase 4 regulatory subunit 3C
PPP4C,hsa:5531,PP-X
PPP4C,hsa:5531,PP4
PPP4C,hsa:5531,PP4C
PPP4C,hsa:5531,PPH3
PPP4C,hsa:5531,PPP4
PPP4C,hsa:5531,PPX
PPP4C,hsa:5531,protein phosphatase 4 catalytic subunit
PPP4R3A,hsa:55671,FLFL1
PPP4R3A,hsa:55671,KIAA2010
PPP4R3A,hsa:55671,MSTP033
PPP4R3A,hsa:55671,PP4R3
PPP4R3A,hsa:55671,PP4R3A
PPP4R3A,hsa:55671,SMEK1
PPP4R3A,hsa:55671,smk-1
PPP4R3A,hsa:55671,smk1
PPP4R3A,hsa:55671,protein phosphatase 4 regulatory subunit 3A
PPP4R3B,hsa:57223,FLFL2
PPP4R3B,hsa:57223,PP4R3B
PPP4R3B,hsa:57223,PSY2
PPP4R3B,hsa:57223,SMEK2
PPP4R3B,hsa:57223,smk1
PPP4R3B,hsa:57223,protein phosphatase 4 regulatory subunit 3B
SIK,hsa:102724428,SIK-1
SIK,hsa:102724428,SIK1
SIK,hsa:102724428,SIK1B
SIK,hsa:102724428,SNF1LK
SIK,hsa:102724428,salt inducible kinase 1B (putative)
SIK1,hsa:150094,DEE30
SIK1,hsa:150094,MSK
SIK1,hsa:150094,SIK
SIK1,hsa:150094,SIK-1
SIK1,hsa:150094,SIK1B
SIK1,hsa:150094,SNF1LK
SIK1,hsa:150094,salt inducible kinase 1
Corticosterone; 11beta,cpd:C02140,Corticosterone
Corticosterone; 11beta,cpd:C02140,"11beta,21-Dihydroxy-4-pregnene-3,20-dione"
Corticosterone; 11beta,cpd:C02140,Kendall's compound B
Corticosterone; 11beta,cpd:C02140,Reichstein's substance H
FABP4,hsa:2167,A-FABP
FABP4,hsa:2167,AFABP
FABP4,hsa:2167,ALBP
FABP4,hsa:2167,HEL-S-104
FABP4,hsa:2167,aP2
FABP4,hsa:2167,fatty acid binding protein 4
AQP1,hsa:358,AQP-CHIP
AQP1,hsa:358,CHIP28
AQP1,hsa:358,CO
AQP1,hsa:358,aquaporin 1 (Colton blood group)
NR4A2,hsa:4929,HZF-3
NR4A2,hsa:4929,NOT
NR4A2,hsa:4929,NURR1
NR4A2,hsa:4929,RNR1
NR4A2,hsa:4929,TINUR
NR4A2,hsa:4929,nuclear receptor subfamily 4 group A member 2
RXFP1,hsa:59350,LGR7
RXFP1,hsa:59350,RXFPR1
RXFP1,hsa:59350,relaxin family peptide receptor 1
MMP1,hsa:4312,CLG
MMP1,hsa:4312,CLGN
MMP1,hsa:4312,matrix metallopeptidase 1
MMP13,hsa:4322,CLG3
MMP13,hsa:4322,MANDP1
MMP13,hsa:4322,MDST
MMP13,hsa:4322,MMP-13
MMP13,hsa:4322,matrix metallopeptidase 13
RXFP3,hsa:51289,GPCR135
RXFP3,hsa:51289,RLN3R1
RXFP3,hsa:51289,RXFPR3
RXFP3,hsa:51289,SALPR
RXFP3,hsa:51289,relaxin family peptide receptor 3
RXFP4,hsa:339403,GPCR142
RXFP4,hsa:339403,GPR100
RXFP4,hsa:339403,RLN3R2
RXFP4,hsa:339403,RXFPR4
RXFP4,hsa:339403,relaxin family peptide/INSL5 receptor 4
KCNK2,hsa:3776,K2p2.1
KCNK2,hsa:3776,TPKC1
KCNK2,hsa:3776,TREK
KCNK2,hsa:3776,TREK-1
KCNK2,hsa:3776,TREK1
KCNK2,hsa:3776,hTREK-1c
KCNK2,hsa:3776,hTREK-1e
KCNK2,hsa:3776,potassium two pore domain channel subfamily K member 2
NR5A1,hsa:2516,AD4BP
NR5A1,hsa:2516,ELP
NR5A1,hsa:2516,FTZ1
NR5A1,hsa:2516,FTZF1
NR5A1,hsa:2516,POF7
NR5A1,hsa:2516,SF-1
NR5A1,hsa:2516,SF1
NR5A1,hsa:2516,SPGF8
NR5A1,hsa:2516,SRXX4
NR5A1,hsa:2516,SRXY3
NR5A1,hsa:2516,hSF-1
NR5A1,hsa:2516,nuclear receptor subfamily 5 group A member 1
STAR,hsa:6770,STARD1
STAR,hsa:6770,steroidogenic acute regulatory protein
NCEH1,hsa:57552,AADACL1
NCEH1,hsa:57552,NCEH
NCEH1,hsa:57552,neutral cholesterol ester hydrolase 1
PBX1,hsa:5087,CAKUHED
PBX1,hsa:5087,PBX homeobox 1
NR0B1,hsa:190,AHC
NR0B1,hsa:190,AHCH
NR0B1,hsa:190,AHX
NR0B1,hsa:190,DAX-1
NR0B1,hsa:190,DAX1
NR0B1,hsa:190,DSS
NR0B1,hsa:190,GTD
NR0B1,hsa:190,HHG
NR0B1,hsa:190,NROB1
NR0B1,hsa:190,SRXY2
NR0B1,hsa:190,nuclear receptor subfamily 0 group B member 1
Calcitriol; 1alpha,cpd:C01673,Calcitriol
Calcitriol; 1alpha,cpd:C01673,"1alpha,25-Dihydroxyvitamin D3"
VDR,hsa:7421,NR1I1
VDR,hsa:7421,PPP1R163
VDR,hsa:7421,vitamin D receptor
PTHLH,hsa:5744,BDE2
PTHLH,hsa:5744,HHM
PTHLH,hsa:5744,PLP
PTHLH,hsa:5744,PTHR
PTHLH,hsa:5744,PTHRP
PTHLH,hsa:5744,parathyroid hormone like hormone
AKAP13,hsa:11214,AKAP-13
AKAP13,hsa:11214,AKAP-Lbc
AKAP13,hsa:11214,ARHGEF13
AKAP13,hsa:11214,BRX
AKAP13,hsa:11214,HA-3
AKAP13,hsa:11214,Ht31
AKAP13,hsa:11214,LBC
AKAP13,hsa:11214,PRKA13
AKAP13,hsa:11214,PROTO-LB
AKAP13,hsa:11214,PROTO-LBC
AKAP13,hsa:11214,c-lbc
AKAP13,hsa:11214,p47
AKAP13,hsa:11214,A-kinase anchoring protein 13
MMP24,hsa:10893,MMP-24
MMP24,hsa:10893,MMP25
MMP24,hsa:10893,MT-MMP_5
MMP24,hsa:10893,MT-MMP5
MMP24,hsa:10893,MT5-MMP
MMP24,hsa:10893,MT5MMP
MMP24,hsa:10893,MTMMP5
MMP24,hsa:10893,matrix metallopeptidase 24
MMP15,hsa:4324,MMP-15
MMP15,hsa:4324,MT2-MMP
MMP15,hsa:4324,MT2MMP
MMP15,hsa:4324,MTMMP2
MMP15,hsa:4324,SMCP-2
MMP15,hsa:4324,matrix metallopeptidase 15
MMP16,hsa:4325,C8orf57
MMP16,hsa:4325,MMP-X2
MMP16,hsa:4325,MT-MMP2
MMP16,hsa:4325,MT-MMP3
MMP16,hsa:4325,MT3-MMP
MMP16,hsa:4325,matrix metallopeptidase 16
MMP17,hsa:4326,MMP-17
MMP17,hsa:4326,MT4-MMP
MMP17,hsa:4326,MT4MMP
MMP17,hsa:4326,MTMMP4
MMP17,hsa:4326,matrix metallopeptidase 17
MMP25,hsa:64386,MMP-25
MMP25,hsa:64386,MMP20
MMP25,hsa:64386,MMP20A
MMP25,hsa:64386,MMPL1
MMP25,hsa:64386,MT-MMP_6
MMP25,hsa:64386,MT-MMP6
MMP25,hsa:64386,MT6-MMP
MMP25,hsa:64386,MT6MMP
MMP25,hsa:64386,MTMMP6
MMP25,hsa:64386,matrix metallopeptidase 25
GCM1,hsa:8521,GCMA
GCM1,hsa:8521,hGCMa
GCM1,hsa:8521,glial cells missing transcription factor 1
GCM2,hsa:9247,FIH2
GCM2,hsa:9247,GCMB
GCM2,hsa:9247,HRPT4
GCM2,hsa:9247,hGCMb
GCM2,hsa:9247,glial cells missing transcription factor 2
MAFB,hsa:9935,DURS3
MAFB,hsa:9935,KRML
MAFB,hsa:9935,MCTO
MAFB,hsa:9935,MAF bZIP transcription factor B
RUNX2,hsa:860,AML3
RUNX2,hsa:860,CBF-alpha-1
RUNX2,hsa:860,CBFA1
RUNX2,hsa:860,CCD
RUNX2,hsa:860,CCD1
RUNX2,hsa:860,CLCD
RUNX2,hsa:860,OSF-2
RUNX2,hsa:860,OSF2
RUNX2,hsa:860,PEA2aA
RUNX2,hsa:860,PEBP2aA
RUNX2,hsa:860,RUNX family transcription factor 2
SLC34A2,hsa:10568,NAPI-3B
SLC34A2,hsa:10568,NAPI-IIb
SLC34A2,hsa:10568,NPTIIb
SLC34A2,hsa:10568,PULAM
SLC34A2,hsa:10568,solute carrier family 34 member 2
SLC34A3,hsa:142680,HHRH
SLC34A3,hsa:142680,NPTIIc
SLC34A3,hsa:142680,solute carrier family 34 member 3
SLC34A1,hsa:6569,FRTS2
SLC34A1,hsa:6569,HCINF2
SLC34A1,hsa:6569,NAPI-3
SLC34A1,hsa:6569,NPHLOP1
SLC34A1,hsa:6569,NPT2
SLC34A1,hsa:6569,NPTIIa
SLC34A1,hsa:6569,SLC11
